gutenberg_id,title,subjects,bookshelves,languages,copyright,media_type,download_count,authors,translators,summaries,formats,narr-perspective
141,Mansfield Park,Adoptees -- Fiction; Children of the rich -- Fiction; Country homes -- Fiction; Cousins -- Fiction; Domestic fiction; England -- Fiction; Love stories; Uncles -- Fiction; Young women -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,4727,"Austen, Jane (1775-1817)",,"""Mansfield Park"" by Jane Austen is a novel written in the early 19th century. The story unfolds around the life and experiences of Fanny Price, a young girl who is sent to live with her wealthy relatives, the Bertrams, at Mansfield Park. The themes of class, morality, and the complexities of human relationships are woven throughout the narrative as Fanny navigates her new environment.  At the start of the story, we learn about Fanny Price's background and her transition from her own impoverished family to the Bertram household. Introduced to her new relatives, Fanny is shy and timid, struggling to fit in with her more affluent cousins who are critical of her background and education. The opening chapters set the stage for the exploration of Fanny's character and her relationships with the various members of the Bertram family, particularly Edmund Bertram, who shows her kindness and compassion amidst the indifference of others. As she grapples with her identity within this new class structure, the groundwork is laid for the intricate social dynamics and moral questions that will drive the plot forward. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/141.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/141.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/141.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/141.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/141.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/141/pg141.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/141/pg141-h.zip,3rd
4303,Denzil Quarrier,English fiction -- 19th century,Browsing: Fiction; Browsing: Literature,en,False,Text,199,"Gissing, George (1857-1903)",,"""Denzil Quarrier"" by George Gissing is a novel likely written in the late 19th century, during a period known for its exploration of social changes and character studies. The story unfolds in the midst of a societal transition, blending both personal and political themes, and focuses on the lives of its characters, particularly Denzil Quarrier and his wife Lilian. As the narrative begins, it hints at their domestic life and their interactions with others, setting the stage for deeper explorations of character motivations and the societal backdrop against which they live.  At the start of the tale, we find a calm, reflective atmosphere in a cozy sitting room where Lilian, engaged in quiet solitude, exhibits a melancholic yet resilient disposition. A telegram from her husband Denzil reveals his delayed return home, provoking her contemplations. The narrative subtly introduces other characters who weave into their lives, including a beggar woman seeking assistance and Denzil's friend, Glazzard, who is embroiled in his own complexities. The dynamics between the characters hint at underlying tensions and shared histories, while the domestic setting reflects upon larger themes of social justice and personal integrity, foreshadowing the intricacies of love, moral dilemmas, and political aspirations to be explored as the story unfolds. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/4303.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/4303/4303-h/4303-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/4303.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/4303.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/4303.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/4303/4303-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/4303.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/4303/pg4303.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/4303/pg4303-h.zip,3rd
49035,The Changeling,Adoption -- Fiction; England -- Fiction; Social classes -- England -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,185,"Besant, Walter (1836-1901)",,"""The Changeling"" by Walter Besant is a novel written in the late 19th century. The narrative revolves around themes of identity and the consequences of choices surrounding adoption and substitution of children, particularly focusing on a young mother seeking a solution to her grief after the loss of her son. The story unfolds with a prominent lady who is driven by desperation to adopt a child, leading to a complex web of emotions and moral dilemmas.  The opening of the novel introduces us to a doctor who assists a young lady in adopting a child, as she is grieving her own deceased son. The scene is filled with tension as the lady expresses her sympathy for the child's biological mother, revealing the emotional weight of her decisions. The dialogue between the doctor and the lady hints at deeper themes of heredity and the unknown consequences of her actions. As the narrative progresses, it is clear this seemingly clandestine transaction sets off a chain of events that intertwines their lives irrevocably, setting the stage for explorations of familial bonds, identity, and societal expectations. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/49035.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/49035/49035-h/49035-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/49035.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/49035.kf8.images; text/plain=https://www.gutenberg.org/ebooks/49035.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/49035.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/49035/pg49035.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/49035/pg49035-h.zip,3rd
44252,"Richelieu: A Tale of France, v. 1/3","Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction",Browsing: Fiction; Browsing: Literature,en,False,Text,189,"James, G. P. R. (George Payne Rainsford) (None-1860)",,"""Richelieu: A Tale of France, v. 1/3"" by G. P. R. James is a historical novel written in the early 19th century. The narrative is centered around Cardinal Richelieu, exploring the tumultuous political landscape of France during the latter years of Louis XIII's reign. As the story unfolds, it delves into themes of power, ambition, and the intricate dynamics between key figures in the court, highlighting Richelieu's rise to power amidst conflict.  The opening of the novel sets up the narrative by introducing the historical context of the time, detailing the political intrigues that led to the Cardinal's dominance and the challenges he faced. It begins amidst the chaos of civil war and personal ambitions, focusing on key players like Louis XIII, Mary de Medicis, and Richelieu himself, while hinting at the struggles that would ensue. The story quickly transitions to a forest scene, where a wounded young count, Claude de Blenau, is introduced following an ambush coordinated against him. This encounter between highborn characters and lower-class figures like the woodman, Philip, establishes the multi-layered social dynamics that characterizes the narrative, drawing readers into a world fraught with danger, deception, and the quest for power. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/44252.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/44252/44252-h/44252-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/44252.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/44252.kf8.images; text/plain=https://www.gutenberg.org/ebooks/44252.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/44252.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/44252/pg44252.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/44252/pg44252-h.zip,3rd
23000,Orley Farm,Domestic fiction; England -- Fiction; Forgers -- Fiction; Inheritance and succession -- Fiction; Landowners -- Fiction; Mothers and sons -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,299,"Trollope, Anthony (1815-1882)",,"""Orley Farm"" by Anthony Trollope is a novel written in the mid-19th century. The book centers around Lady Mason and her son Lucius Mason, featuring legal disputes stemming from a contested will that bequeaths the estate of Orley Farm to Lucius, igniting significant tensions with his half-brother, Joseph Mason. Through the courtroom drama and family dynamics, Trollope explores themes of justice, morality, and the social intricacies of English country life.  The opening of ""Orley Farm"" introduces readers to the origins of the titular estate and its legal entanglements. Trollope sets the stage by recounting the death of Sir Joseph Mason, who leaves Orley Farm to his infant son Lucius in a controversial codicil, contested by his eldest son, Joseph, who feels entitled to the property. Lady Mason is portrayed as the central figure, whose motivations and character will unfold against the backdrop of the ensuing legal battle, along with significant characters like Mr. Dockwrath, the attorney embroiled in the conflict. The initial chapters lay the groundwork for the intricate societal interplay surrounding inheritance and the moral dilemmas that accompany wealth and legacy. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/23000.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/23000/23000-h/23000-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/23000.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/23000.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/23000.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/23000/23000-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/23000.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/23000/pg23000.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/23000/pg23000-h.zip,3rd
9387,"Theresa Marchmont, or, the Maid of Honour: A Tale",Fiction,Browsing: Fiction; Browsing: Literature,en,False,Text,155,"Gore, Mrs. (Catherine Grace Frances) (1799-1861)",,"""Theresa Marchmont, or, the Maid of Honour: A Tale"" by Mrs. Gore is a historical novel written in the early 19th century, specifically during the early Victorian era. The story takes place in the late 17th century and centers on themes of love, betrayal, and societal status, exploring the complexities of human relationships and the consequences of decisions made under duress. The narrative unfolds within the context of English nobility, revealing the struggles of its characters against the backdrop of courtly intrigue and personal turmoil.  The plot revolves around Lord Greville and his two wives, Helen and Theresa Marchmont. Lord Greville, initially devoted to his first wife, Theresa, finds himself haunted by past decisions and moral dilemmas after marrying Helen while concealing the existence of his first wife, who is driven to madness by his lack of affection and the strains of court life. The story intensifies as Helen discovers the secret of her husband’s prior marriage and grapples with feelings of betrayal and grief. As the narrative progresses, Lord Greville is depicted in a state of torment, battling his guilt while Helen and Theresa navigate their tragic fates. Ultimately, the novel presents a poignant exploration of loyalty, the weight of societal expectations, and the often harrowing choices faced by individuals amid the pressures of love and duty. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/9387.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/9387/9387-h/9387-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/9387.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/9387.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/9387.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/9387/9387-0.txt; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/9387/9387-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/9387.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/9387/pg9387.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/9387/pg9387-h.zip,3rd
7658,Kenelm Chillingly — Complete,English fiction -- 19th century,Browsing: Fiction; Browsing: Literature,en,False,Text,248,"Lytton, Edward Bulwer Lytton, Baron (1803-1873)",,"""Kenelm Chillingly — Complete"" by Edward Bulwer Lytton is a novel written during the mid-19th century. The story revolves around the life and philosophical musings of its titular character, Kenelm Chillingly, and explores themes of identity, existence, and the expectations placed upon individuals by society and family. The narrative opens with a rich introduction to Kenelm's family background, primarily focusing on his father, Sir Peter Chillingly, and the unique dynamics of a family grappling with the unanticipated arrival of the long-awaited heir.  The opening of the novel begins by introducing Sir Peter Chillingly and his marriage to Lady Caroline Brotherton, as well as their struggles with childlessness. Eventually, they welcome Kenelm into the world, but the moment is marked not by joy, but by The father's peculiar reaction to his son's serious demeanor at birth. The narrative then shifts to family dynamics and characters who will influence Kenelm's life such as his cousin Gordon, who harbors expectations regarding inheritance, and the various relatives at a family council deciding on the baby's name. Kenelm grows into a thoughtful and introspective boy with an inclination towards philosophy and metaphysics, marked early on by a desire to make sense of his identity amid familial and societal expectations. The beginning sets the stage for Kenelm’s adventures and opinions, hinting at a journey filled with contrasting characters and illustrious discussions that will shape his understanding of the world. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/7658.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/7658/7658-h/7658-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/7658.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/7658.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/7658.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/7658/7658-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/7658.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/7658/pg7658.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/7658/pg7658-h.zip,3rd
23275,The Peasant and the Prince,"Louis XVII, of France, 1785-1795 -- Fiction",Browsing: Fiction; Browsing: History - General; Browsing: Literature,en,False,Text,234,"Martineau, Harriet (1802-1876)",,"""The Peasant and the Prince"" by Harriet Martineau is a historical novel written in the mid-19th century. This work details the tumultuous final months of the French royal family against the backdrop of the suffering peasantry, exploring the stark contrast between the opulence of the nobility and the dire straits of the common people. Central to the narrative are Charles and Marie, a young couple whose plans for marriage are thwarted by the oppressive societal conditions and the political upheaval of the time.  At the start of the story, the reader is introduced to the village of Saint Menehould, where the arrival of the Dauphiness from Germany stirs excitement but also reveals the harsh realities faced by the local peasants. Charles, a hardworking young man, is determined to build a hut for himself and his beloved Marie despite the crippling taxes imposed on them, like the exorbitant salt tax. The opening chapters depict their struggles amidst the nobility's extravagance, as well as the moment when the prince’s life becomes tragically entwined with the larger political upheaval. Marie's family is shown grappling with the demands of quartering soldiers while their livelihood hangs by a thread, setting the stage for the unfolding drama and the deeper societal critiques to come. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/23275.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/23275.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/23275.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/23275.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/23275.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/23275/pg23275.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/23275/pg23275-h.zip,3rd
59759,The Executor: Blackwood's Edinburgh Magazine vol. LXXXIX,England -- Social life and customs -- 19th century -- Fiction; Inheritance and succession -- Fiction; Lawyers -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,215,"Oliphant, Mrs. (Margaret) (1828-1897)",,"""The Executor"" by Mrs. Oliphant is a novel published in the early 1860s, a period known for its rich literary contributions during the Victorian era. The story revolves around the unexpected implications of a will, particularly focusing on the character of John Brown, an attorney tasked with executing the estate of an eccentric woman, Mrs. Thomson. The narrative explores themes of social class and personal ambition in a small town, reflecting the complexities of human relationships and the dynamics of inheritance.  The plot begins with the death of Mrs. Thomson, revealing a troubling will that bequeaths her fortune to an unknown daughter, Phœbe Thomson, whom no one has seen for decades. John Brown is charged with the responsibility of locating Phœbe to validate the will and access the funds. This search entangles him with the grieving Christians, who expected to inherit. As multiple characters navigate the social repercussions of the will’s contents, each experiences personal conflicts and reflections on status, aspiration, and morality. The unfolding drama not only highlights Brown’s struggles with his new role but also poignantly captures the fate of the innocent Bessie Christian, whose dreams intertwine with the consequences of this unexpected bequest. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/59759.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/59759.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/59759.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/59759.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/59759.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/59759/pg59759.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/59759/pg59759-h.zip,3rd
51898,"Beauchamp; or, The Error.",Great Britain -- History -- 18th century -- Fiction,Browsing: Fiction; Browsing: History - British; Browsing: Literature,en,False,Text,149,"James, G. P. R. (George Payne Rainsford) (None-1860)",,"""Beauchamp; or, The Error"" by G. P. R. James is a historical novel written in the mid-19th century. The story is set during the reign of one of the British Georges and introduces us to Beauchamp, a young gentleman who becomes embroiled in a dangerous encounter with highwaymen while on a country road. The book explores themes of adventure, chivalry, and the complexities of human nature, hinting at the moral dilemmas and societal issues of the time.  The opening of the novel depicts a picturesque May evening, as the protagonist rides along a tranquil road, enjoying the beauty of nature. However, this peaceful scene soon turns tumultuous when he hears cries for help and discovers an attempted robbery of a lady being dragged from her carriage. Acting on impulse, Beauchamp intervenes, leading to a dramatic confrontation with the assailants, which showcases his courage and character. After the threat is resolved, the story introduces additional characters, including the distressed ladies involved, setting the stage for further developments and explorations of personal relationships and societal expectations. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/51898.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/51898/51898-h/51898-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/51898.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/51898.kf8.images; text/plain=https://www.gutenberg.org/ebooks/51898.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/51898.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/51898/pg51898.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/51898/pg51898-h.zip,3rd
7684,Harold : the Last of the Saxon Kings — Complete,"Anglo-Saxons -- Kings and rulers -- Fiction; Biographical fiction; Great Britain -- History -- Edward, the Confessor, 1042-1066 -- Fiction; Great Britain -- Kings and rulers -- Fiction; Harold, King of England, 1022?-1066 -- Fiction; William I, King of England, 1027 or 8-1087 -- Fiction",Browsing: Fiction; Browsing: History - British; Browsing: Literature; Historical Fiction,en,False,Text,437,"Lytton, Edward Bulwer Lytton, Baron (1803-1873)",,"""Harold: the Last of the Saxon Kings — Complete"" by Edward Bulwer Lytton is a historical romance written during the mid-19th century. The narrative is centered around the life and times of Harold Godwinson, the last Anglo-Saxon king of England, delving into the impending Norman Conquest and its far-reaching implications. The text explores themes of national identity, power struggles, and personal relationships against the background of a transformative epoch in English history.  At the start of the tale, we are introduced to the vibrant and festive atmosphere of May Day in 1052, as young folk celebrate the arrival of summer with joy and merriment. The scene quickly shifts focus to Hilda, a powerful and enigmatic figure rumored to engage in witchcraft, and her granddaughter Edith, a beautiful young maiden torn between their pagan heritage and the encroaching Christian faith. Hilda hints at the fateful connection between Edith and Harold Godwinson, setting up a narrative that intertwines their destinies. As the intrigue unfolds, we see political tensions brewing, particularly surrounding the outlawed Earl Godwin and the complex relationships between Saxons and Normans, preparing the reader for a story steeped in loyalty, ambition, and foreboding as they venture closer towards the monumental Field of Hastings. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/7684.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/7684.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/7684.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/7684.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/7684.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/7684/pg7684.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/7684/7684-0.zip,3rd
26236,"Vixen, Volume I.",Domestic fiction; English fiction -- 19th century; Psychological fiction; Women -- England -- Fiction,Browsing: Fiction; Browsing: Gender & Sexuality Studies; Browsing: Literature,en,False,Text,144,"Braddon, M. E. (Mary Elizabeth) (1835-1915)",,"""Vixen, Volume I"" by M. E. Braddon is a novel written in the late 19th century. The story revolves around Violet Tempest, affectionately nicknamed Vixen, a spirited young girl with a passion for life, horses, and adventure, as she interacts with her friends and family, including Roderick Vawdrey, her childhood companion. The narrative explores their complex relationships, set against the backdrop of the English countryside and societal expectations of the time.  The opening of ""Vixen"" introduces us to Roderick Vawdrey, a young man who enjoys a late evening in the woods after a day of rabbit shooting. He is drawn to the home of the Tempests to bid farewell to Vixen, who is characterized by her lively spirit and self-willed nature. Their playful and teasing exchange reveals a deep bond between them, hinting at the evolving dynamics as they both mature. The chapter captures an idyllic moment in their lives, setting the stage for the challenges and changes to come as they navigate the tensions between friendship, duty, and the expectations imposed by their families and society. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/26236.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/26236/26236-h/26236-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/26236.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/26236.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/26236.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/26236/26236-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/26236.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/26236/pg26236.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/26236/pg26236-h.zip,3rd
153,Jude the Obscure,Adultery -- Fiction; Children -- Death -- Fiction; Didactic fiction; Illegitimate children -- Fiction; Love stories; Stonemasons -- Fiction; Unmarried couples -- Fiction; Wessex (England) -- Fiction,Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,1967,"Hardy, Thomas (1840-1928)",,"""Jude the Obscure"" by Thomas Hardy is a novel written during the late 19th century, which delves into the complex themes of ambition, societal constraints, and personal aspirations. The story centers around Jude Fawley, a young boy from a modest background who aspires to pursue higher education and become a scholar. As he navigates his early experiences, Jude's ambitions are intertwined with his growing awareness of the limitations imposed by his environment and class.  The opening of the novel introduces Jude at a very young age, where he stands at a crossroads of his aspirations and the realities of his life. Initially, he helps his schoolmaster prepare for a departure to Christminster, the city of academia, which represents hope for Jude's dreams. Emotional and contemplative, Jude's interactions with his aunt and thoughts about the schoolmaster's ambitions reveal his yearning for knowledge and education. He longs to escape the confines of his current existence, envisioning a future where he can immerse himself in the scholarly pursuits of life. However, the early chapters also hint at the societal pressures that will challenge Jude's aspirations, foreshadowing the tragic exploration of unfulfilled dreams that the narrative promises. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/153.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/153.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/153.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/153.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/153.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/153/pg153.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/153/153-0.zip,3rd
61804,Sheer Off: A Tale,Almshouses -- Juvenile fiction; Charity -- Juvenile fiction; Christian converts from Judaism -- Juvenile fiction; Christian life -- Juvenile fiction; Marriage -- Juvenile fiction; Sailors -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction; Browsing: Religion/Spirituality/Paranormal,en,False,Text,219,A. L. O. E. (1821-1893),,"""Sheer Off: A Tale"" by A. L. O. E. is a novel likely written in the late 19th century. The story revolves around Ned Franks, a one-armed sailor turned schoolmaster, and his attempts to uplift his community in the village of Colme, particularly focusing on the plight of the damned almshouses and the struggles of his neighbor, John Sands, whose wife suffers from alcoholism. Through its exploration of themes like charity, community spirit, and personal responsibility, the novel invites readers to consider the moral dilemmas faced by its characters, setting the stage for deeper social commentary.  At the start of the tale, readers are introduced to the contrasting worlds of Ned Franks and Nancy Sands, whose jealousy of Ned's newly appointed role as schoolmaster starkly contrasts the joyful occasion of his child’s christening. The opening scene captures a village gathering to celebrate, against which Nancy’s scorn highlights her bitterness. Franks himself is depicted as a kind-hearted individual, striving to maintain a positive environment for his students while contemplating his responsibilities towards the poor and the downtrodden of the village. Discussions about the state of the almshouses establish the book's central conflict: the need for community support and the challenge of overcoming personal obstacles. The arrival of Mr. Leyton, the young curate, adds another layer to the unfolding narrative, setting up future interactions that will further explore the themes of redemption and the human capacity for change. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/61804.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/61804/61804-h/61804-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/61804.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/61804.kf8.images; text/plain=https://www.gutenberg.org/ebooks/61804.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/61804.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/61804/pg61804.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/61804/pg61804-h.zip,3rd
4053,Nuttie's Father,England -- Social life and customs -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,118,"Yonge, Charlotte M. (Charlotte Mary) (1823-1901)",,"""Nuttie's Father"" by Charlotte M. Yonge is a novel likely written in the late 19th century. The story is set in the town of Micklethwayte, exploring themes of family, societal expectations, and personal growth through the eyes of the main character, Ursula ""Nuttie"" Egremont, who grapples with her identity and the legacy of her elusive father.   The opening of the novel introduces the vibrant setting of Micklethwayte, highlighting its thriving community and educational institutions. It centers on a choir practice, where we meet Nuttie, her mother Alice, and a group of friends, showcasing their lively discussions and rich local life. Nuttie's strong personality and aspirations are evident as she criticizes societal norms and expresses curiosity about her father's enigmatic past. The narrative lays the groundwork for familial dynamics and sets the stage for Nuttie's journey as she navigates the complexities of her heritage and her desires for adventure and recognition. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/4053.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/4053/4053-h/4053-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/4053.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/4053.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/4053.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/4053/4053-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/4053.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/4053/pg4053.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/4053/pg4053-h.zip,3rd
1264,The Wheels of Chance: A Bicycling Idyll,Cycling -- Fiction; England -- Social conditions -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction,en,False,Text,327,"Wells, H. G. (Herbert George) (1866-1946)",,"""The Wheels of Chance: A Bicycling Idyll"" by H.G. Wells is a novel written during the late 19th century, capturing the essence of the cycling craze that swept through Britain at the time. The story follows Mr. Hoopdriver, an unremarkable draper's assistant, whose mundane existence takes a dramatic turn when he embarks on a cycling tour along the South Coast, motivated by a desire for adventure and a chance encounter with the captivating Young Lady in Grey.  The opening portion of the book introduces Mr. Hoopdriver in his drapery shop, where he is largely unnoticed and perpetually involved in the mundane tasks of his job. The narrative cleverly transitions from his unremarkable day-to-day life to the more vivid and chaotic world he steps into when he rides his bicycle. As he prepares to take his long-awaited holiday, the reader learns of his injured legs, symbolic of his novice status as a cyclist. Throughout this introduction, Wells uses humor and keen observation to highlight Hoopdriver's awkward interactions and burgeoning aspirations for more than the constraints of his current life, setting the stage for a series of comedic and transformative adventures that await him on the road. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/1264.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/1264.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/1264.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/1264.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/1264.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/1264/pg1264.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/1264/pg1264-h.zip,3rd
